Date Collected,MLVA Type,MLVA Loci Size
3/11/2014,3-9-7-12-523,162-223-300-377-523
4/11/2014,3-16-10-11-523,162-265-318-371-523
4/11/2014,3-17-11-10-523,162-271-324-365-523
4/11/2014,4-15-12-0-490,171-259-330-0-490
5/11/2014,3-10-7-11-523,162-229-300-371-523
5/11/2014,3-12-12-9-523,162-241-330-359-523
5/11/2014,3-17-9-11-523,162-271-312-371-523
5/11/2014,3-9-9-14-523,162-223-312-389-523
6/11/2014,3-10-9-9-523,162-229-312-359-523
6/11/2014,3-11-10-11-523,162-235-318-371-523
6/11/2014,3-12-13-9-523,162-241-336-359-523
6/11/2014,4-15-12-0-490,171-259-330-0-490
6/11/2014,4-17-13-0-490,171-271-336-0-490
7/11/2014,3-10-7-11-523,162-229-300-371-523
7/11/2014,3-12-11-15-523,162-241-324-395-523
7/11/2014,3-12-11-15-523,162-241-324-395-523
7/11/2014,3-14-11-10-523,162-253-324-365-523
7/11/2014,3-17-9-11-523,162-271-312-371-523
7/11/2014,3-9-7-11-523,162-223-300-371-523
7/11/2014,3-9-7-12-523,162-223-300-377-523
7/11/2014,3-9-8-12-523,162-223-306-377-523
8/11/2014,3-12-11-15-523,162-241-324-395-523
8/11/2014,3-12-12-9-523,162-241-330-359-523
8/11/2014,3-25-16-12-523,162-319-354-377-523
9/11/2014,3-11-14-10-496,162-235-342-365-496
9/11/2014,3-9-7-12-523,162-223-300-377-523
10/11/2014,3-10-7-11-523,162-229-300-371-523
10/11/2014,3-12-12-9-523,162-241-330-359-523
10/11/2014,3-12-9-11-523,162-241-312-371-523
10/11/2014,3-16-11-10-523,162-265-324-365-523
10/11/2014,3-20-14-12-523,162-289-342-377-523
10/11/2014,3-24-13-10-523,162-313-336-365-523
10/11/2014,3-9-9-12-523,162-223-312-377-523
11/11/2014,3-10-7-11-523,162-229-300-371-523
11/11/2014,3-10-7-11-523,162-229-300-371-523
11/11/2014,3-12-12-9-523,162-241-330-359-523
11/11/2014,3-15-13-10-523,162-259-336-365-523
11/11/2014,3-17-10-11-523,162-271-318-371-523
11/11/2014,3-17-11-10-523,162-271-324-365-523
11/11/2014,3-24-13-10-523,162-313-336-365-523
11/11/2014,3-25-16-12-523,162-319-354-377-523
12/11/2014,3-10-14-10-496,162-229-342-365-496
12/11/2014,3-10-14-10-496,162-229-342-365-496
12/11/2014,3-10-14-10-496,162-229-342-365-496
12/11/2014,3-10-7-11-523,162-229-300-371-523
12/11/2014,3-12-14-9-523,162-241-342-359-523
12/11/2014,3-17-9-11-523,162-271-312-371-523
12/11/2014,3-24-13-10-523,162-313-336-365-523
12/11/2014,3-9-7-13-523,162-223-300-383-523
12/11/2014,3-9-9-14-523,162-223-312-389-523
12/11/2014,4-13-10-0-490,171-247-318-0-490
12/11/2014,4-15-12-0-490,171-259-330-0-490
12/11/2014,7-15-10-11-490,198-259-318-371-490
13/11/2014,3-10-13-11-496,162-229-336-371-496
13/11/2014,3-10-7-11-523,162-229-300-371-523
13/11/2014,3-10-7-11-523,162-229-300-371-523
13/11/2014,3-10-7-11-523,162-229-300-371-523
13/11/2014,3-10-7-11-523,162-229-300-371-523
13/11/2014,3-10-8-14-523,162-229-306-389-523
13/11/2014,3-10-8-14-523,162-229-306-389-523
13/11/2014,3-12-11-15-523,162-241-324-395-523
13/11/2014,3-18-10-12-523,162-277-318-377-523
13/11/2014,3-9-9-12-523,162-223-312-377-523
13/11/2014,4-13-9-0-490,171-247-312-0-490
14/11/2014,3-10-13-11-496,162-229-336-371-496
14/11/2014,3-10-7-11-523,162-229-300-371-523
14/11/2014,3-10-7-11-523,162-229-300-371-523
14/11/2014,3-10-8-12-523,162-229-306-377-523
14/11/2014,3-10-8-9-523,162-229-306-359-523
14/11/2014,3-10-9-14-523,162-229-312-389-523
14/11/2014,3-12-10-8-523,162-241-318-353-523
14/11/2014,3-12-20-12-523,162-241-378-377-523
14/11/2014,3-14-10-8-523,162-253-318-353-523
14/11/2014,3-9-9-12-523,162-223-312-377-523
15/11/2014,3-10-7-11-523,162-229-300-371-523
15/11/2014,3-10-7-11-523,162-229-300-371-523
15/11/2014,3-10-7-12-523,162-229-300-377-523
15/11/2014,3-18-10-12-523,162-277-318-377-523
15/11/2014,3-24-13-10-523,162-313-336-365-523
15/11/2014,3-24-16-11-523,162-313-354-371-523
16/11/2014,3-10-13-10-496,162-229-336-365-496
16/11/2014,3-10-17-0-523,162-229-360-0-523
16/11/2014,3-12-11-14-523,162-241-324-389-523
16/11/2014,3-12-11-14-523,162-241-324-389-523
17/11/2014,3-14-9-10-523,162-253-312-365-523
17/11/2014,3-15-13-10-523,162-259-336-365-523
17/11/2014,3-24-13-10-523,162-313-336-365-523
17/11/2014,3-27-12-12-523,162-331-330-377-523
17/11/2014,3-9-7-11-523,162-223-300-371-523
17/11/2014,5-14-14-11-490,180-253-342-371-490
18/11/2014,3-10-6-11-523,162-229-294-371-523
18/11/2014,3-10-7-12-523,162-229-300-377-523
18/11/2014,3-11-13-11-496,162-235-336-371-496
18/11/2014,3-12-11-14-523,162-241-324-389-523
18/11/2014,3-12-12-9-523,162-241-330-359-523
18/11/2014,3-13-14-10-523,162-247-342-365-523
18/11/2014,3-14-10-8-523,162-253-318-353-523
18/11/2014,3-14-9-10-523,162-253-312-365-523
18/11/2014,3-16-9-11-523,162-265-312-371-523
18/11/2014,3-24-13-10-523,162-313-336-365-523
19/11/2014,3-10-7-11-523,162-229-300-371-523
19/11/2014,3-10-8-12-523,162-229-306-377-523
19/11/2014,3-10-8-12-523,162-229-306-377-523
19/11/2014,3-10-8-9-523,162-229-306-359-523
19/11/2014,3-12-11-14-523,162-241-324-389-523
19/11/2014,3-20-14-12-523,162-289-342-377-523
19/11/2014,3-26-13-8-523,162-325-336-353-523
19/11/2014,3-9-7-12-523,162-223-300-377-523
19/11/2014,4-11-11-0-490,171-235-324-0-490
19/11/2014,4-16-11-0-517,171-265-324-0-517
20/11/2014,3-10-7-10-523,162-229-300-365-523
20/11/2014,3-10-7-11-523,162-229-300-371-523
20/11/2014,3-11-13-11-496,162-235-336-371-496
20/11/2014,3-11-13-11-496,162-235-336-371-496
20/11/2014,3-12-12-9-523,162-241-330-359-523
20/11/2014,3-14-10-8-523,162-253-318-353-523
20/11/2014,4-16-11-0-517,171-265-324-0-517
21/11/2014,3-10-14-10-496,162-229-342-365-496
21/11/2014,3-10-7-11-523,162-229-300-371-523
21/11/2014,3-10-7-11-523,162-229-300-371-523
21/11/2014,3-14-10-8-523,162-253-318-353-523
21/11/2014,3-17-10-11-523,162-271-318-371-523
21/11/2014,3-24-13-10-523,162-313-336-365-523
21/11/2014,3-24-14-10-523,162-313-342-365-523
22/11/2014,3-12-12-9-523,162-241-330-359-523
22/11/2014,3-17-9-11-523,162-271-312-371-523
22/11/2014,3-25-12-11-523,162-319-330-371-523
22/11/2014,3-25-12-11-523,162-319-330-371-523
23/11/2014,3-10-7-12-523,162-229-300-377-523
23/11/2014,3-13-13-9-523,162-247-336-359-523
23/11/2014,3-13-13-9-523,162-247-336-359-523
23/11/2014,5-14-14-11-490,180-253-342-371-490
24/11/2014,3-10-7-11-523,162-229-300-371-523
24/11/2014,3-12-14-9-523,162-241-342-359-523
24/11/2014,3-13-12-9-523,162-247-330-359-523
24/11/2014,3-14-10-8-523,162-253-318-353-523
24/11/2014,3-16-10-11-523,162-265-318-371-523
24/11/2014,3-17-9-11-523,162-271-312-371-523
24/11/2014,3-9-8-12-523,162-223-306-377-523
24/11/2014,3-9-8-12-523,162-223-306-377-523
24/11/2014,5-15-14-12-490,180-259-342-377-490
25/11/2014,3-10-7-11-523,162-229-300-371-523
25/11/2014,3-10-7-11-523,162-229-300-371-523
25/11/2014,3-10-8-14-523,162-229-306-389-523
25/11/2014,3-18-9-11-523,162-277-312-371-523
25/11/2014,3-20-14-12-523,162-289-342-377-523
26/11/2014,3-10-7-11-523,162-229-300-371-523
26/11/2014,3-10-7-11-523,162-229-300-371-523
26/11/2014,3-10-7-12-523,162-229-300-377-523
26/11/2014,3-10-7-12-523,162-229-300-377-523
26/11/2014,3-12-12-9-523,162-241-330-359-523
26/11/2014,3-12-14-9-523,162-241-342-359-523
26/11/2014,3-13-12-9-523,162-247-330-359-523
26/11/2014,3-16-9-11-523,162-265-312-371-523
26/11/2014,3-17-9-11-523,162-271-312-371-523
26/11/2014,3-9-8-12-523,162-223-306-377-523
26/11/2014,4-15-12-0-490,171-259-330-0-490
26/11/2014,7-19-0-0-490,198-283-0-0-490
27/11/2014,3-10-14-10-496,162-229-342-365-496
27/11/2014,3-10-7-11-523,162-229-300-371-523
27/11/2014,3-10-7-11-523,162-229-300-371-523
27/11/2014,3-12-11-14-523,162-241-324-389-523
27/11/2014,3-12-11-14-523,162-241-324-389-523
27/11/2014,3-12-11-14-523,162-241-324-389-523
27/11/2014,3-17-9-12-523,162-271-312-377-523
27/11/2014,3-25-13-10-523,162-319-336-365-523
28/11/2014,3-10-7-11-523,162-229-300-371-523
28/11/2014,3-10-7-11-523,162-229-300-371-523
28/11/2014,3-12-11-14-523,162-241-324-389-523
28/11/2014,3-12-11-14-523,162-241-324-389-523
28/11/2014,3-12-11-14-523,162-241-324-389-523
28/11/2014,3-12-11-14-523,162-241-324-389-523
28/11/2014,3-12-11-14-523,162-241-324-389-523
28/11/2014,3-12-12-9-523,162-241-330-359-523
28/11/2014,3-12-13-9-523,162-241-336-359-523
28/11/2014,3-13-12-9-523,162-247-330-359-523
28/11/2014,3-22-10-8-523,162-301-318-353-523
28/11/2014,3-24-13-11-523,162-313-336-371-523
29/11/2014,3-10-7-11-523,162-229-300-371-523
29/11/2014,3-10-8-14-523,162-229-306-389-523
29/11/2014,3-12-11-14-523,162-241-324-389-523
29/11/2014,3-16-9-11-523,162-265-312-371-523
29/11/2014,3-18-9-12-523,162-277-312-377-523
30/11/2014,3-12-12-9-523,162-241-330-359-523
30/11/2014,3-24-13-10-523,162-313-336-365-523
30/11/2014,3-26-13-8-523,162-325-336-353-523
30/11/2014,3-9-7-12-523,162-223-300-377-523
30/11/2014,4-15-12-0-490,171-259-330-0-490
1/12/2014,3-10-7-11-523,162-229-300-371-523
1/12/2014,3-11-13-11-496,162-235-336-371-496
1/12/2014,3-12-10-11-523,162-241-318-371-523
1/12/2014,3-12-12-9-523,162-241-330-359-523
1/12/2014,3-12-12-9-523,162-241-330-359-523
1/12/2014,3-15-0-0-517,162-259-0-0-517
1/12/2014,3-9-8-12-523,162-223-306-377-523
1/12/2014,3-9-8-12-523,162-223-306-377-523
1/12/2014,3-9-8-12-523,162-223-306-377-523
1/12/2014,3-9-8-12-523,162-223-306-377-523
1/12/2014,3-9-8-12-523,162-223-306-377-523
1/12/2014,3-9-8-12-523,162-223-306-377-523
1/12/2014,5-14-8-9-490,180-253-306-359-490
2/12/2014,3-10-7-11-523,162-229-300-371-523
2/12/2014,3-10-8-12-523,162-229-306-377-523
2/12/2014,3-10-8-9-523,162-229-306-359-523
2/12/2014,3-11-12-11-496,162-235-330-371-496
2/12/2014,3-11-13-11-496,162-235-336-371-496
2/12/2014,3-12-11-14-523,162-241-324-389-523
2/12/2014,3-12-12-9-523,162-241-330-359-523
2/12/2014,3-12-13-11-523,162-241-336-371-523
2/12/2014,3-17-9-11-523,162-271-312-371-523
2/12/2014,3-18-9-11-523,162-277-312-371-523
2/12/2014,3-18-9-11-523,162-277-312-371-523
2/12/2014,3-20-14-12-523,162-289-342-377-523
2/12/2014,3-25-16-12-523,162-319-354-377-523
2/12/2014,3-9-8-12-523,162-223-306-377-523
2/12/2014,3-9-8-12-523,162-223-306-377-523
3/12/2014,3-12-11-12-523,162-241-324-377-523
3/12/2014,3-12-11-12-523,162-241-324-377-523
3/12/2014,3-12-12-9-523,162-241-330-359-523
3/12/2014,3-9-7-11-523,162-223-300-371-523
3/12/2014,3-9-8-11-523,162-223-306-371-523
3/12/2014,3-9-9-12-523,162-223-312-377-523
3/12/2014,5-14-8-9-490,180-253-306-359-490
3/12/2014,5-14-8-9-490,180-253-306-359-490
4/12/2014,3-10-14-12-496,162-229-342-377-496
4/12/2014,3-10-7-11-523,162-229-300-371-523
4/12/2014,3-11-16-10-523,162-235-354-365-523
4/12/2014,3-12-11-12-523,162-241-324-377-523
4/12/2014,3-12-11-14-523,162-241-324-389-523
4/12/2014,3-12-12-9-523,162-241-330-359-523
4/12/2014,3-18-10-12-523,162-277-318-377-523
4/12/2014,3-25-16-12-523,162-319-354-377-523
4/12/2014,3-9-7-11-523,162-223-300-371-523
4/12/2014,3-9-7-12-523,162-223-300-377-523
4/12/2014,3-9-8-12-523,162-223-306-377-523
4/12/2014,3-9-8-12-523,162-223-306-377-523
4/12/2014,3-9-8-12-523,162-223-306-377-523
4/12/2014,3-9-8-12-523,162-223-306-377-523
4/12/2014,3-9-9-12-523,162-223-312-377-523
4/12/2014,3-9-9-12-523,162-223-312-377-523
4/12/2014,4-15-10-0-490,171-259-318-0-490
5/12/2014,3-10-7-12-523,162-229-300-377-523
5/12/2014,3-10-7-12-523,162-229-300-377-523
5/12/2014,3-10-7-12-523,162-229-300-377-523
5/12/2014,3-10-8-9-523,162-229-306-359-523
5/12/2014,3-11-7-11-523,162-235-300-371-523
5/12/2014,3-14-14-10-523,162-253-342-365-523
5/12/2014,3-16-9-11-523,162-265-312-371-523
5/12/2014,3-16-9-11-523,162-265-312-371-523
5/12/2014,3-17-9-11-523,162-271-312-371-523
5/12/2014,3-18-10-12-523,162-277-318-377-523
5/12/2014,3-18-9-11-523,162-277-312-371-523
5/12/2014,3-9-8-12-523,162-223-306-377-523
5/12/2014,3-9-8-13-523,162-223-306-383-523
5/12/2014,5-14-8-9-490,180-253-306-359-490
5/12/2014,6-12-14-9-490,189-241-342-359-490
6/12/2014,3-10-7-12-523,162-229-300-377-523
6/12/2014,3-13-11-9-523,162-247-324-359-523
6/12/2014,3-16-9-11-523,162-265-312-371-523
6/12/2014,3-17-9-11-523,162-271-312-371-523
6/12/2014,3-17-9-11-523,162-271-312-371-523
6/12/2014,3-17-9-11-523,162-271-312-371-523
6/12/2014,3-25-13-10-523,162-319-336-365-523
6/12/2014,3-25-16-12-523,162-319-354-377-523
6/12/2014,3-9-8-11-523,162-223-306-371-523
6/12/2014,3-9-8-12-523,162-223-306-377-523
6/12/2014,3-9-8-12-523,162-223-306-377-523
6/12/2014,4-15-11-0-490,171-259-324-0-490
6/12/2014,5-14-8-9-490,180-253-306-359-490
7/12/2014,3-10-7-12-523,162-229-300-377-523
7/12/2014,3-10-7-12-523,162-229-300-377-523
7/12/2014,3-10-8-12-523,162-229-306-377-523
7/12/2014,3-24-13-10-523,162-313-336-365-523
7/12/2014,3-26-18-12-523,162-325-366-377-523
7/12/2014,3-9-7-12-523,162-223-300-377-523
8/12/2014,3-17-9-11-523,162-271-312-371-523
8/12/2014,3-17-9-11-523,162-271-312-371-523
8/12/2014,3-17-9-11-523,162-271-312-371-523
8/12/2014,3-17-9-11-523,162-271-312-371-523
8/12/2014,3-17-9-12-523,162-271-312-377-523
8/12/2014,3-25-16-12-523,162-319-354-377-523
8/12/2014,3-9-8-12-523,162-223-306-377-523
8/12/2014,3-9-8-12-523,162-223-306-377-523
8/12/2014,3-9-8-12-523,162-223-306-377-523
8/12/2014,5-14-12-11-490,180-253-330-371-490
8/12/2014,5-14-8-9-490,180-253-306-359-490
9/12/2014,3-10-7-12-523,162-229-300-377-523
9/12/2014,3-10-7-12-523,162-229-300-377-523
9/12/2014,3-10-7-12-523,162-229-300-377-523
9/12/2014,3-10-8-12-523,162-229-306-377-523
9/12/2014,3-17-11-10-523,162-271-324-365-523
9/12/2014,3-17-9-11-523,162-271-312-371-523
9/12/2014,3-17-9-11-523,162-271-312-371-523
9/12/2014,3-17-9-11-523,162-271-312-371-523
9/12/2014,3-17-9-11-523,162-271-312-371-523
9/12/2014,3-17-9-11-523,162-271-312-371-523
9/12/2014,3-17-9-11-523,162-271-312-371-523
9/12/2014,3-18-9-11-523,162-277-312-371-523
9/12/2014,3-18-9-11-523,162-277-312-371-523
9/12/2014,3-26-18-12-523,162-325-366-377-523
9/12/2014,3-9-7-11-523,162-223-300-371-523
9/12/2014,3-9-8-12-523,162-223-306-377-523
9/12/2014,3-9-8-12-523,162-223-306-377-523
9/12/2014,3-9-8-12-523,162-223-306-377-523
9/12/2014,3-9-8-12-523,162-223-306-377-523
9/12/2014,3-9-9-12-523,162-223-312-377-523
9/12/2014,5-14-14-11-490,180-253-342-371-490
10/12/2014,3-10-8-12-523,162-229-306-377-523
10/12/2014,3-11-10-11-523,162-235-318-371-523
10/12/2014,3-12-11-14-523,162-241-324-389-523
10/12/2014,3-12-11-14-523,162-241-324-389-523
10/12/2014,3-17-11-10-523,162-271-324-365-523
10/12/2014,3-17-9-11-523,162-271-312-371-523
10/12/2014,3-17-9-11-523,162-271-312-371-523
10/12/2014,3-17-9-11-523,162-271-312-371-523
10/12/2014,3-18-9-11-523,162-277-312-371-523
10/12/2014,3-24-13-10-523,162-313-336-365-523
10/12/2014,3-24-13-10-523,162-313-336-365-523
10/12/2014,3-9-10-9-523,162-223-318-359-523
10/12/2014,3-9-8-12-523,162-223-306-377-523
10/12/2014,3-9-8-12-523,162-223-306-377-523
10/12/2014,8-18-0-0-490,207-277-0-0-490
11/12/2014,3-12-14-9-523,162-241-342-359-523
11/12/2014,3-13-11-9-523,162-247-324-359-523
11/12/2014,3-13-12-9-523,162-247-330-359-523
11/12/2014,3-15-11-10-523,162-259-324-365-523
11/12/2014,3-17-11-10-298,162-271-324-365-298
11/12/2014,3-17-9-11-523,162-271-312-371-523
11/12/2014,3-25-12-11-523,162-319-330-371-523
11/12/2014,3-9-8-12-523,162-223-306-377-523
11/12/2014,3-9-8-12-523,162-223-306-377-523
11/12/2014,3-9-8-12-523,162-223-306-377-523
11/12/2014,4-12-7-0-463,171-241-300-0-463
11/12/2014,5-12-10-9-490,180-241-318-359-490
12/12/2014,3-10-7-12-523,162-229-300-377-523
12/12/2014,3-12-11-14-523,162-241-324-389-523
12/12/2014,3-12-12-9-523,162-241-330-359-523
12/12/2014,3-12-13-9-523,162-241-336-359-523
12/12/2014,3-16-9-11-523,162-265-312-371-523
12/12/2014,3-16-9-11-523,162-265-312-371-523
12/12/2014,3-17-9-11-523,162-271-312-371-523
12/12/2014,3-18-9-11-523,162-277-312-371-523
12/12/2014,3-26-13-8-523,162-325-336-353-523
12/12/2014,3-9-10-9-523,162-223-318-359-523
12/12/2014,3-9-8-12-523,162-223-306-377-523
12/12/2014,4-15-11-0-490,171-259-324-0-490
12/12/2014,5-14-14-11-490,180-253-342-371-490
12/12/2014,5-14-8-9-490,180-253-306-359-490
13/12/2014,3-10-7-12-523,162-229-300-377-523
13/12/2014,3-15-11-10-523,162-259-324-365-523
13/12/2014,3-9-7-14-523,162-223-300-389-523
13/12/2014,3-9-8-12-523,162-223-306-377-523
14/12/2014,3-10-7-12-523,162-229-300-377-523
14/12/2014,3-10-8-12-523,162-229-306-377-523
14/12/2014,3-12-12-9-523,162-241-330-359-523
14/12/2014,3-12-13-9-523,162-241-336-359-523
14/12/2014,3-15-11-10-523,162-259-324-365-523
14/12/2014,3-17-9-11-523,162-271-312-371-523
14/12/2014,3-9-8-12-523,162-223-306-377-523
14/12/2014,3-9-8-12-523,162-223-306-377-523
15/12/2014,3-10-14-11-496,162-229-342-371-496
15/12/2014,3-10-14-11-496,162-229-342-371-496
15/12/2014,3-12-12-9-523,162-241-330-359-523
15/12/2014,3-12-12-9-523,162-241-330-359-523
15/12/2014,3-16-9-11-523,162-265-312-371-523
15/12/2014,3-17-9-11-523,162-271-312-371-523
15/12/2014,3-17-9-11-523,162-271-312-371-523
15/12/2014,3-20-14-12-523,162-289-342-377-523
15/12/2014,3-23-14-11-523,162-307-342-371-523
15/12/2014,3-9-8-12-523,162-223-306-377-523
15/12/2014,3-9-8-12-523,162-223-306-377-523
16/12/2014,3-10-7-12-523,162-229-300-377-523
16/12/2014,3-12-12-9-523,162-241-330-359-523
16/12/2014,3-12-12-9-523,162-241-330-359-523
16/12/2014,3-17-9-11-523,162-271-312-371-523
16/12/2014,3-17-9-11-523,162-271-312-371-523
16/12/2014,3-20-14-12-523,162-289-342-377-523
16/12/2014,3-20-14-12-523,162-289-342-377-523
16/12/2014,3-7-9-11-523,162-211-312-371-523
16/12/2014,3-9-7-11-523,162-223-300-371-523
16/12/2014,3-9-7-11-523,162-223-300-371-523
16/12/2014,3-9-7-12-523,162-223-300-377-523
16/12/2014,3-9-7-12-523,162-223-300-377-523
16/12/2014,3-9-7-13-523,162-223-300-383-523
16/12/2014,3-9-8-12-523,162-223-306-377-523
16/12/2014,3-9-8-12-523,162-223-306-377-523
16/12/2014,3-9-8-12-523,162-223-306-377-523
17/12/2014,3-10-6-13-523,162-229-294-383-523
17/12/2014,3-10-8-12-523,162-229-306-377-523
17/12/2014,3-11-13-11-496,162-235-336-371-496
17/12/2014,3-12-11-15-523,162-241-324-395-523
17/12/2014,3-12-12-9-523,162-241-330-359-523
17/12/2014,3-17-9-11-523,162-271-312-371-523
17/12/2014,3-17-9-11-523,162-271-312-371-523
17/12/2014,3-18-11-10-523,162-277-324-365-523
17/12/2014,3-9-7-11-523,162-223-300-371-523
17/12/2014,3-9-8-11-523,162-223-306-371-523
17/12/2014,3-9-8-12-523,162-223-306-377-523
18/12/2014,3-10-6-13-523,162-229-294-383-523
18/12/2014,3-12-10-9-523,162-241-318-359-523
18/12/2014,3-12-12-9-523,162-241-330-359-523
18/12/2014,3-16-9-11-523,162-265-312-371-523
18/12/2014,3-20-14-12-523,162-289-342-377-523
18/12/2014,3-20-14-12-523,162-289-342-377-523
18/12/2014,3-9-8-12-523,162-223-306-377-523
18/12/2014,3-9-8-12-523,162-223-306-377-523
18/12/2014,3-9-8-12-523,162-223-306-377-523
18/12/2014,3-9-8-12-523,162-223-306-377-523
18/12/2014,6-16-11-0-490,189-265-324-0-490
19/12/2014,3-11-12-11-496,162-235-330-371-496
19/12/2014,3-12-12-9-523,162-241-330-359-523
19/12/2014,3-12-14-9-523,162-241-342-359-523
19/12/2014,3-13-9-12-523,162-247-312-377-523
19/12/2014,3-16-9-11-523,162-265-312-371-523
19/12/2014,3-9-7-11-523,162-223-300-371-523
19/12/2014,3-9-7-11-523,162-223-300-371-523
19/12/2014,3-9-7-11-523,162-223-300-371-523
19/12/2014,3-9-8-12-523,162-223-306-377-523
19/12/2014,3-9-8-12-523,162-223-306-377-523
19/12/2014,3-9-8-12-523,162-223-306-377-523
20/12/2014,3-16-9-11-523,162-265-312-371-523
20/12/2014,3-17-9-11-523,162-271-312-371-523
20/12/2014,3-20-14-12-523,162-289-342-377-523
20/12/2014,3-20-14-12-523,162-289-342-377-523
20/12/2014,3-22-10-20-496,162-301-318-425-496
21/12/2014,3-10-15-11-496,162-229-348-371-496
21/12/2014,3-24-12-11-523,162-313-330-371-523
21/12/2014,3-9-8-12-523,162-223-306-377-523
22/12/2014,3-10-8-11-523,162-229-306-371-523
22/12/2014,3-11-16-10-523,162-235-354-365-523
22/12/2014,3-13-11-9-523,162-247-324-359-523
22/12/2014,3-20-14-12-523,162-289-342-377-523
22/12/2014,3-26-13-8-523,162-325-336-353-523
22/12/2014,5-14-14-11-490,180-253-342-371-490
23/12/2014,3-12-11-14-523,162-241-324-389-523
23/12/2014,3-13-14-12-523,162-247-342-377-523
23/12/2014,3-16-12-10-523,162-265-330-365-523
23/12/2014,3-9-8-12-523,162-223-306-377-523
23/12/2014,4-15-12-0-490,171-259-330-0-490
24/12/2014,3-11-14-9-523,162-235-342-359-523
24/12/2014,3-12-12-9-523,162-241-330-359-523
24/12/2014,3-12-12-9-523,162-241-330-359-523
24/12/2014,3-12-14-9-523,162-241-342-359-523
24/12/2014,3-14-10-8-523,162-253-318-353-523
24/12/2014,3-20-14-12-523,162-289-342-377-523
24/12/2014,6-11-11-9-490,189-235-324-359-490
25/12/2014,3-10-8-12-523,162-229-306-377-523
25/12/2014,3-24-13-10-523,162-313-336-365-523
25/12/2014,3-9-8-12-523,162-223-306-377-523
25/12/2014,3-9-8-12-523,162-223-306-377-523
26/12/2014,3-10-13-11-496,162-229-336-371-496
26/12/2014,3-12-11-14-523,162-241-324-389-523
26/12/2014,3-16-9-11-523,162-265-312-371-523
26/12/2014,3-9-8-11-523,162-223-306-371-523
26/12/2014,3-9-8-13-523,162-223-306-383-523
27/12/2014,3-12-11-14-523,162-241-324-389-523
27/12/2014,3-24-13-10-523,162-313-336-365-523
27/12/2014,3-9-7-12-523,162-223-300-377-523
27/12/2014,3-9-7-12-523,162-223-300-377-523
27/12/2014,3-9-8-12-523,162-223-306-377-523
28/12/2014,3-12-10-12-523,162-241-318-377-523
28/12/2014,3-13-11-9-523,162-247-324-359-523
28/12/2014,3-20-14-12-523,162-289-342-377-523
28/12/2014,3-24-13-10-523,162-313-336-365-523
28/12/2014,3-9-8-12-523,162-223-306-377-523
28/12/2014,3-9-8-12-523,162-223-306-377-523
28/12/2014,3-9-9-12-523,162-223-312-377-523
28/12/2014,5-15-13-11-490,180-259-336-371-490
29/12/2014,3-11-13-11-496,162-235-336-371-496
29/12/2014,3-12-11-14-523,162-241-324-389-523
29/12/2014,3-12-11-14-523,162-241-324-389-523
29/12/2014,3-17-9-11-523,162-271-312-371-523
29/12/2014,3-9-8-12-523,162-223-306-377-523
29/12/2014,4-16-11-0-490,171-265-324-0-490
29/12/2014,5-14-14-11-490,180-253-342-371-490
30/12/2014,3-10-8-14-523,162-229-306-389-523
30/12/2014,3-10-8-14-523,162-229-306-389-523
30/12/2014,3-12-11-14-523,162-241-324-389-523
30/12/2014,3-12-12-9-523,162-241-330-359-523
30/12/2014,3-14-10-8-523,162-253-318-353-523
30/12/2014,3-18-9-11-523,162-277-312-371-523
30/12/2014,3-20-14-12-523,162-289-342-377-523
30/12/2014,3-25-16-12-523,162-319-354-377-523
30/12/2014,3-9-7-12-523,162-223-300-377-523
30/12/2014,3-9-8-12-523,162-223-306-377-523
30/12/2014,3-9-8-13-523,162-223-306-383-523
31/12/2014,3-12-11-14-523,162-241-324-389-523
31/12/2014,3-12-15-12-523,162-241-348-377-523
31/12/2014,3-25-18-11-523,162-319-366-371-523
1/01/2015,3-17-9-11-523,162-271-312-371-523
2/01/2015,3-12-11-14-523,162-241-324-389-523
