Date Collected,MLVA Type,MLVA Loci Size
29/11/2011,4-13-11-0-490,171-247-324-0-490
29/11/2011,4-13-11-0-490,171-247-324-0-490
29/11/2011,4-15-14-0-490,171-259-342-0-490
30/11/2011,3-9-7-14-523,162-223-300-389-523
30/11/2011,4-14-14-0-490,171-253-342-0-490
30/11/2011,4-16-12-0-517,171-265-330-0-517
1/12/2011,3-10-8-9-523,162-229-306-359-523
1/12/2011,3-14-11-12-523,162-253-324-377-523
1/12/2011,3-22-14-10-523,162-301-342-365-523
1/12/2011,3-9-7-14-523,162-223-300-389-523
1/12/2011,3-9-8-13-523,162-223-306-383-523
2/12/2011,3-10-8-9-523,162-229-306-359-523
2/12/2011,3-11-7-9-523,162-235-300-359-523
2/12/2011,3-12-15-13-523,162-241-348-383-523
2/12/2011,3-13-16-12-523,162-247-354-377-523
2/12/2011,3-9-7-13-523,162-223-300-383-523
2/12/2011,3-9-7-13-523,162-223-300-383-523
2/12/2011,4-16-8-24-517,171-265-306-449-517
2/12/2011,5-19-8-14-457,180-283-306-389-457
3/12/2011,3-10-14-12-496,162-229-342-377-496
3/12/2011,3-12-9-10-550,162-241-312-365-550
3/12/2011,3-12-9-11-550,162-241-312-371-550
3/12/2011,4-16-11-0-490,171-265-324-0-490
4/12/2011,3-9-7-12-523,162-223-300-377-523
5/12/2011,3-12-9-12-523,162-241-312-377-523
5/12/2011,3-14-10-12-523,162-253-318-377-523
5/12/2011,5-15-14-12-490,180-259-342-377-490
6/12/2011,3-10-14-12-496,162-229-342-377-496
6/12/2011,3-9-7-13-523,162-223-300-383-523
6/12/2011,3-9-7-14-523,162-223-300-389-523
6/12/2011,3-9-8-14-523,162-223-306-389-523
7/12/2011,3-9-8-13-523,162-223-306-383-523
8/12/2011,3-12-10-13-523,162-241-318-383-523
8/12/2011,3-12-10-13-523,162-241-318-383-523
8/12/2011,3-13-10-11-523,162-247-318-371-523
8/12/2011,3-16-17-14-523,162-265-360-389-523
8/12/2011,3-9-7-13-523,162-223-300-383-523
8/12/2011,3-9-7-14-523,162-223-300-389-523
8/12/2011,3-9-8-13-523,162-223-306-383-523
8/12/2011,3-9-8-13-523,162-223-306-383-523
8/12/2011,4-14-10-0-490,171-253-318-0-490
9/12/2011,3-11-7-9-523,162-235-300-359-523
9/12/2011,3-15-11-10-523,162-259-324-365-523
9/12/2011,3-23-13-12-523,162-307-336-377-523
9/12/2011,7-11-14-9-490,198-235-342-359-490
10/12/2011,3-10-8-9-523,162-229-306-359-523
10/12/2011,3-12-15-14-523,162-241-348-389-523
10/12/2011,3-14-11-11-523,162-253-324-371-523
10/12/2011,3-14-11-12-523,162-253-324-377-523
10/12/2011,3-15-12-11-523,162-259-330-371-523
10/12/2011,3-23-13-12-523,162-307-336-377-523
11/12/2011,3-9-8-14-523,162-223-306-389-523
12/12/2011,3-10-15-12-496,162-229-348-377-496
12/12/2011,3-14-10-12-523,162-253-318-377-523
12/12/2011,3-14-11-12-523,162-253-324-377-523
12/12/2011,5-15-14-0-490,180-259-342-377-490
13/12/2011,3-10-14-12-496,162-229-342-377-496
13/12/2011,3-10-8-9-523,162-229-306-359-523
13/12/2011,3-12-15-12-523,162-241-348-377-523
13/12/2011,3-24-16-12-523,162-313-354-377-523
13/12/2011,4-16-14-0-517,171-265-342-0-517
13/12/2011,5-15-14-0-490,180-259-342-0-490
14/12/2011,3-12-10-14-523,162-241-318-389-523
14/12/2011,3-12-15-13-523,162-241-348-383-523
14/12/2011,3-12-15-13-523,162-241-348-383-523
14/12/2011,3-9-7-13-523,162-223-300-383-523
14/12/2011,4-12-0-0-463,171-241-0-0-463
15/12/2011,3-12-15-12-523,162-241-348-377-523
15/12/2011,3-15-16-11-523,162-259-354-371-523
15/12/2011,3-24-16-12-523,162-313-354-377-523
15/12/2011,3-9-7-13-523,162-223-300-383-523
15/12/2011,3-9-7-13-523,162-223-300-383-523
15/12/2011,3-9-9-13-523,162-223-312-383-523
15/12/2011,4-13-0-0-463,171-247-0-0-463
15/12/2011,5-15-14-12-490,180-259-342-377-490
16/12/2011,3-11-9-11-496,162-235-312-371-496
16/12/2011,3-12-6-9-523,162-241-294-359-523
16/12/2011,3-9-7-13-523,162-223-300-383-523
16/12/2011,3-9-7-13-523,162-223-300-383-523
17/12/2011,3-10-8-9-523,162-229-306-359-523
17/12/2011,3-10-8-9-523,162-229-306-359-523
17/12/2011,3-9-7-13-523,162-223-300-383-523
18/12/2011,3-12-15-14-523,162-241-348-389-523
18/12/2011,3-9-7-13-523,162-223-300-383-523
18/12/2011,3-9-8-13-523,162-223-306-383-523
19/12/2011,3-12-15-13-523,162-241-348-383-523
19/12/2011,3-12-15-14-523,162-241-348-389-523
19/12/2011,3-12-15-14-523,162-241-348-389-523
19/12/2011,3-12-15-14-523,162-241-348-389-523
19/12/2011,3-9-7-13-523,162-223-300-383-523
19/12/2011,3-9-8-13-523,162-223-306-383-523
19/12/2011,4-18-11-0-517,171-277-324-0-517
20/12/2011,3-10-15-12-496,162-229-348-377-496
20/12/2011,3-9-7-13-523,162-223-300-383-523
20/12/2011,3-9-7-18-523,162-223-300-413-523
21/12/2011,3-10-15-12-496,162-229-348-377-496
21/12/2011,3-20-12-9-523,162-289-330-359-523
21/12/2011,3-9-8-13-523,162-223-306-383-523
21/12/2011,3-9-8-13-523,162-223-306-383-523
21/12/2011,3-9-8-14-523,162-223-306-389-523
22/12/2011,3-12-15-13-523,162-241-348-383-523
22/12/2011,3-12-15-14-523,162-241-348-389-523
22/12/2011,3-14-10-12-523,162-253-318-377-523
22/12/2011,3-14-11-12-523,162-253-324-377-523
22/12/2011,3-9-7-13-523,162-223-300-383-523
22/12/2011,3-9-7-13-523,162-223-300-383-523
22/12/2011,3-9-8-13-523,162-223-306-383-523
22/12/2011,3-9-8-13-523,162-223-306-383-523
22/12/2011,3-9-8-13-523,162-223-306-383-523
22/12/2011,3-9-8-13-523,162-223-306-383-523
23/12/2011,3-10-14-12-496,162-229-342-377-496
23/12/2011,3-10-8-9-523,162-229-306-359-523
23/12/2011,3-9-8-13-523,162-223-306-383-523
23/12/2011,4-13-10-0-490,171-247-318-0-490
23/12/2011,4-13-11-0-490,171-247-324-0-490
24/12/2011,3-11-7-10-523,162-235-300-365-523
24/12/2011,3-15-16-10-523,162-259-354-365-523
24/12/2011,3-9-7-13-523,162-223-300-383-523
24/12/2011,3-9-7-13-523,162-223-300-383-523
24/12/2011,3-9-8-13-523,162-223-306-383-523
24/12/2011,3-9-8-13-523,162-223-306-383-523
24/12/2011,5-14-11-10-490,180-253-324-365-490
25/12/2011,3-13-13-11-523,162-247-336-371-523
25/12/2011,3-14-11-12-523,162-253-324-377-523
25/12/2011,3-9-8-14-523,162-223-306-389-523
26/12/2011,3-13-13-11-523,162-247-336-371-523
26/12/2011,3-14-11-12-523,162-253-324-377-523
26/12/2011,3-23-13-10-523,162-307-336-365-523
26/12/2011,3-9-7-12-523,162-223-300-377-523
26/12/2011,3-9-7-13-523,162-223-300-383-523
26/12/2011,3-9-7-13-523,162-223-300-383-523
26/12/2011,3-9-8-13-523,162-223-306-383-523
26/12/2011,3-9-8-13-523,162-223-306-383-523
26/12/2011,3-9-8-13-523,162-223-306-383-523
27/12/2011,3-10-8-9-523,162-229-306-359-523
27/12/2011,3-9-7-13-523,162-223-300-383-523
27/12/2011,3-9-8-13-523,162-223-306-383-523
27/12/2011,3-9-8-13-523,162-223-306-383-523
27/12/2011,3-9-8-13-523,162-223-306-383-523
27/12/2011,3-9-8-13-523,162-223-306-383-523
27/12/2011,5-14-11-10-490,180-253-324-365-490
28/12/2011,3-12-11-13-523,162-241-324-383-523
28/12/2011,3-12-15-13-523,162-241-348-383-523
28/12/2011,3-14-11-12-523,162-253-324-377-523
28/12/2011,3-15-11-13-523,162-259-324-383-523
29/12/2011,3-10-14-12-496,162-229-342-377-496
29/12/2011,3-14-8-15-523,162-253-306-395-523
29/12/2011,3-23-13-10-523,162-307-336-365-523
29/12/2011,3-23-13-12-523,162-307-336-377-523
29/12/2011,3-9-8-13-523,162-223-306-383-523
29/12/2011,3-9-8-13-523,162-223-306-383-523
29/12/2011,3-9-8-13-523,162-223-306-383-523
29/12/2011,4-15-11-0-490,171-259-324-0-490
29/12/2011,5-14-11-9-490,180-253-324-359-490
30/12/2011,3-16-17-14-523,162-265-360-389-523
30/12/2011,3-9-7-13-523,162-223-300-383-523
30/12/2011,3-9-8-13-523,162-223-306-383-523
30/12/2011,3-9-8-13-523,162-223-306-383-523
31/12/2011,3-13-9-11-550,162-247-312-371-550
31/12/2011,3-9-9-13-523,162-223-312-383-523
31/12/2011,4-16-12-0-490,171-265-330-0-490
31/12/2011,5-14-11-9-490,180-253-324-359-490
1/01/2012,3-23-13-10-523,162-307-336-365-523
1/01/2012,3-9-7-15-523,162-223-300-395-523
2/01/2012,3-9-7-15-523,162-223-300-395-523
2/01/2012,3-9-8-13-523,162-223-306-383-523
2/01/2012,4-14-12-0-490,171-253-330-0-490
3/01/2012,3-10-18-12-496,162-229-366-377-496
3/01/2012,3-12-16-13-523,162-241-354-383-523
3/01/2012,3-13-14-11-523,162-247-342-371-523
3/01/2012,3-9-7-13-523,162-223-300-383-523
3/01/2012,3-9-7-13-523,162-223-300-383-523
3/01/2012,3-9-7-13-523,162-223-300-383-523
3/01/2012,3-9-7-13-523,162-223-300-383-523
3/01/2012,4-15-11-0-490,171-259-324-0-490
4/01/2012,3-14-0-0-517,162-253-0-0-517
4/01/2012,3-15-17-14-523,162-262-360-389-523
4/01/2012,3-9-7-17-523,162-223-300-407-523
4/01/2012,3-9-8-13-523,162-223-306-383-523
4/01/2012,3-9-8-13-523,162-223-306-383-523
4/01/2012,3-9-8-13-523,162-223-306-383-523
5/01/2012,3-14-14-6-523,162-253-342-341-523
5/01/2012,3-22-14-11-523,162-301-342-371-523
5/01/2012,3-9-8-13-523,162-223-306-383-523
5/01/2012,3-9-8-13-523,162-223-306-383-523
5/01/2012,3-9-8-13-523,162-223-306-383-523
5/01/2012,3-9-8-13-523,162-223-306-383-523
6/01/2012,3-12-11-13-523,162-241-324-383-523
6/01/2012,3-14-14-6-523,162-253-342-341-523
6/01/2012,3-9-7-13-523,162-223-300-383-523
6/01/2012,3-9-7-13-523,162-223-300-383-523
6/01/2012,3-9-7-13-523,162-223-300-383-523
6/01/2012,3-9-8-13-523,162-223-306-383-523
6/01/2012,4-15-12-0-490,171-259-330-0-490
7/01/2012,3-10-14-12-496,162-229-342-377-496
7/01/2012,3-12-12-9-523,162-241-330-359-523
7/01/2012,3-9-9-14-523,162-223-312-389-523
8/01/2012,3-10-16-12-496,162-229-354-377-496
8/01/2012,3-12-15-13-523,162-241-348-383-523
8/01/2012,3-12-15-14-523,162-241-348-389-523
8/01/2012,3-9-8-13-523,162-223-306-383-523
8/01/2012,3-9-8-13-523,162-223-306-383-523
9/01/2012,3-12-15-13-523,162-241-348-383-523
9/01/2012,3-13-9-14-523,162-247-312-389-523
9/01/2012,3-14-0-0-490,162-253-0-0-490
9/01/2012,3-9-7-12-523,162-223-300-377-523
9/01/2012,3-9-7-17-523,162-223-300-407-523
9/01/2012,3-9-8-13-523,162-223-306-383-523
9/01/2012,3-9-8-13-523,162-223-306-383-523
10/01/2012,3-10-8-9-523,162-229-306-359-523
10/01/2012,3-12-16-13-523,162-241-354-383-523
10/01/2012,3-9-7-12-523,162-223-300-377-523
10/01/2012,3-9-7-13-523,162-223-300-383-523
10/01/2012,3-9-8-12-523,162-223-306-377-523
10/01/2012,3-9-8-13-523,162-223-306-383-523
10/01/2012,5-15-13-13-490,180-259-336-383-490
11/01/2012,3-11-11-14-523,162-235-324-389-523
11/01/2012,3-12-9-12-523,162-241-312-377-523
11/01/2012,3-22-13-11-523,162-301-336-371-523
11/01/2012,3-9-9-12-523,162-223-312-377-523
11/01/2012,3-9-9-12-523,162-223-312-377-523
11/01/2012,3-9-9-14-523,162-223-312-389-523
12/01/2012,3-16-17-14-523,162-265-360-389-523
12/01/2012,3-20-13-12-523,162-289-336-377-523
12/01/2012,3-9-7-12-523,162-223-300-377-523
12/01/2012,3-9-7-12-523,162-223-300-377-523
12/01/2012,3-9-7-12-523,162-223-300-377-523
12/01/2012,3-9-9-12-523,162-223-312-377-523
12/01/2012,3-9-9-14-523,162-223-312-389-523
12/01/2012,4-14-12-0-490,171-253-330-0-490
13/01/2012,3-10-8-9-523,162-229-306-359-523
13/01/2012,3-11-13-12-496,162-235-336-377-496
13/01/2012,3-9-7-12-523,162-223-300-377-523
13/01/2012,3-9-7-12-523,162-223-300-377-523
13/01/2012,3-9-8-14-523,162-223-306-389-523
13/01/2012,3-9-9-12-523,162-223-312-377-523
13/01/2012,3-9-9-12-523,162-223-312-377-523
13/01/2012,4-14-11-0-490,171-253-324-0-490
14/01/2012,3-10-8-9-523,162-229-306-359-523
14/01/2012,3-10-8-9-523,162-229-306-359-523
14/01/2012,3-9-8-13-523,162-223-306-383-523
14/01/2012,3-9-8-13-523,162-223-306-383-523
14/01/2012,3-9-8-13-523,162-223-306-383-523
14/01/2012,3-9-9-12-523,162-223-312-377-523
15/01/2012,3-10-14-12-496,162-229-342-377-496
15/01/2012,3-10-14-12-496,162-229-342-377-496
15/01/2012,3-10-8-9-523,162-229-306-359-523
15/01/2012,3-10-8-9-523,162-229-306-359-523
15/01/2012,3-14-11-12-523,162-253-324-377-523
15/01/2012,3-9-8-13-523,162-223-306-383-523
15/01/2012,3-9-9-12-523,162-223-312-377-523
15/01/2012,3-9-9-12-523,162-223-312-377-523
16/01/2012,3-10-14-12-496,162-229-342-377-496
16/01/2012,3-11-10-8-523,162-235-318-353-523
16/01/2012,3-12-9-12-523,162-241-312-377-523
16/01/2012,3-9-7-12-523,162-223-300-377-523
16/01/2012,3-9-8-13-523,162-223-306-383-523
16/01/2012,3-9-9-12-523,162-223-312-377-523
16/01/2012,3-9-9-12-523,162-223-312-377-523
16/01/2012,3-9-9-12-523,162-223-312-377-523
16/01/2012,3-9-9-12-523,162-223-312-377-523
16/01/2012,3-9-9-12-523,162-223-312-377-523
16/01/2012,3-9-9-12-523,162-223-312-377-523
16/01/2012,3-9-9-14-523,162-223-312-389-523
16/01/2012,3-9-9-14-523,162-223-312-389-523
17/01/2012,3-15-16-11-523,162-259-354-371-523
17/01/2012,3-9-7-12-523,162-223-300-377-523
17/01/2012,3-9-7-14-523,162-223-300-389-523
18/01/2012,3-10-8-13-523,162-229-306-383-523
18/01/2012,3-12-16-13-523,162-241-354-383-523
18/01/2012,3-13-10-11-523,162-247-318-371-523
18/01/2012,3-14-11-12-523,162-253-324-377-523
18/01/2012,3-17-11-12-523,162-271-324-377-523
18/01/2012,3-9-12-15-523,162-223-330-395-523
18/01/2012,3-9-7-13-523,162-223-300-383-523
18/01/2012,3-9-9-12-523,162-223-312-377-523
18/01/2012,3-9-9-12-523,162-223-312-377-523
18/01/2012,3-9-9-14-523,162-223-312-389-523
19/01/2012,3-10-8-9-523,162-229-306-359-523
19/01/2012,3-12-9-12-523,162-241-312-377-523
19/01/2012,3-9-8-13-523,162-223-306-383-523
19/01/2012,3-9-9-12-523,162-223-312-377-523
20/01/2012,3-10-8-13-523,162-229-306-383-523
20/01/2012,3-12-9-12-523,162-241-312-377-523
20/01/2012,3-12-9-12-523,162-241-312-377-523
20/01/2012,3-13-9-14-523,162-247-312-389-523
20/01/2012,3-16-17-14-523,162-265-360-389-523
21/01/2012,3-10-15-12-496,162-229-348-377-496
21/01/2012,3-12-15-13-523,162-241-348-383-523
21/01/2012,5-13-11-9-490,180-247-324-359-490
22/01/2012,3-10-15-12-496,162-229-348-377-496
22/01/2012,4-17-11-0-490,171-271-324-0-490
23/01/2012,3-11-8-13-523,162-235-306-383-523
23/01/2012,3-11-8-13-523,162-235-306-383-523
23/01/2012,3-12-13-9-523,162-241-336-359-523
23/01/2012,3-9-7-13-523,162-223-300-383-523
23/01/2012,3-9-7-15-523,162-223-300-395-523
23/01/2012,3-9-8-13-523,162-223-306-383-523
23/01/2012,5-15-14-12-490,180-259-342-377-490
24/01/2012,3-11-13-12-496,162-235-336-377-496
24/01/2012,3-11-8-13-523,162-235-306-383-523
24/01/2012,3-12-15-14-523,162-241-348-389-523
24/01/2012,3-12-9-12-523,162-241-312-377-523
24/01/2012,3-20-13-13-523,162-289-336-383-523
24/01/2012,3-9-8-13-523,162-223-306-383-523
24/01/2012,3-9-8-14-523,162-223-306-389-523
24/01/2012,3-9-8-14-523,162-223-306-389-523
24/01/2012,3-9-9-12-523,162-223-312-377-523
24/01/2012,4-10-13-0-544,171-229-336-0-544
24/01/2012,4-16-10-0-490,171-265-318-0-490
24/01/2012,4-19-16-0-490,171-283-354-0-490
25/01/2012,3-13-17-10-523,162-247-360-365-523
25/01/2012,3-14-9-14-523,162-253-312-389-523
25/01/2012,3-24-14-12-523,162-313-342-377-523
26/01/2012,3-11-8-13-523,162-235-306-383-523
26/01/2012,3-9-7-13-523,162-223-300-383-523
27/01/2012,3-10-13-13-496,162-229-336-383-496
27/01/2012,3-10-13-13-496,162-229-336-383-496
27/01/2012,3-16-17-14-523,162-265-360-389-523
27/01/2012,3-9-8-14-523,162-223-306-389-523
27/01/2012,3-9-9-12-523,162-223-312-377-523
28/01/2012,3-10-8-9-523,162-229-306-359-523
28/01/2012,3-9-8-13-523,162-223-306-383-523
28/01/2012,3-9-9-12-523,162-223-312-377-523
29/01/2012,3-10-14-12-496,162-229-342-377-496
29/01/2012,3-11-7-9-523,162-235-300-359-523
29/01/2012,3-16-17-14-523,162-265-360-389-523
30/01/2012,3-10-15-12-496,162-229-348-377-496
30/01/2012,3-15-11-11-523,162-259-324-371-523
30/01/2012,3-9-7-14-523,162-223-300-389-523
30/01/2012,3-9-7-14-523,162-223-300-389-523
30/01/2012,3-9-8-13-523,162-223-306-383-523
30/01/2012,3-9-8-13-523,162-223-306-383-523
30/01/2012,4-16-13-0-517,171-265-336-0-517
31/01/2012,3-12-12-9-523,162-241-330-359-523
31/01/2012,3-12-15-13-523,162-241-348-383-523
31/01/2012,3-12-9-12-523,162-241-312-377-523
31/01/2012,3-9-8-12-523,162-223-306-377-523
31/01/2012,3-9-9-12-523,162-223-312-377-523
1/02/2012,3-12-8-13-523,162-241-306-383-523
1/02/2012,3-9-8-12-523,162-223-306-377-523
1/02/2012,3-9-8-13-523,162-223-306-383-523
1/02/2012,4-16-13-0-490,171-265-336-0-490
1/02/2012,7-18-0-0-490,198-277-0-0-490
2/02/2012,3-10-13-12-496,162-229-336-377-496
2/02/2012,3-12-15-13-523,162-241-348-383-523
2/02/2012,3-12-9-12-523,162-241-312-377-523
2/02/2012,3-15-10-14-523,162-259-318-389-523
2/02/2012,3-24-14-11-523,162-313-342-371-523
2/02/2012,3-9-7-13-523,162-223-300-383-523
2/02/2012,3-9-7-13-523,162-223-300-383-523
2/02/2012,3-9-9-12-523,162-223-312-377-523
3/02/2012,3-10-13-13-496,162-229-336-383-496
3/02/2012,3-10-13-13-496,162-229-336-383-496
3/02/2012,3-12-15-13-523,162-241-348-383-523
3/02/2012,3-16-16-14-523,162-265-354-389-523
3/02/2012,3-9-8-13-523,162-223-306-383-523
3/02/2012,4-13-10-0-490,171-247-318-0-490
3/02/2012,5-15-14-11-490,180-259-342-371-490
4/02/2012,3-12-11-13-523,162-241-324-383-523
4/02/2012,3-9-10-12-523,162-223-318-377-523
5/02/2012,3-12-9-12-523,162-241-312-377-523
5/02/2012,3-13-4-12-523,162-247-282-377-523
5/02/2012,4-16-13-0-517,171-265-336-0-517
6/02/2012,3-10-13-12-496,162-229-336-377-496
6/02/2012,3-10-13-13-496,162-229-336-383-496
6/02/2012,3-10-13-13-496,162-229-336-383-496
6/02/2012,3-10-13-13-496,162-229-336-383-496
6/02/2012,3-10-15-12-496,162-229-348-377-496
6/02/2012,3-12-15-13-523,162-241-348-383-523
6/02/2012,3-12-16-13-523,162-241-354-383-523
6/02/2012,3-9-10-14-523,162-223-318-389-523
6/02/2012,3-9-7-13-523,162-223-300-383-523
6/02/2012,3-9-7-13-523,162-223-300-383-523
6/02/2012,3-9-7-15-523,162-223-300-395-523
6/02/2012,3-9-8-13-523,162-223-306-383-523
6/02/2012,3-9-8-13-523,162-223-306-383-523
6/02/2012,3-9-8-14-523,162-223-306-389-523
6/02/2012,3-9-8-14-523,162-223-306-389-523
6/02/2012,5-14-8-9-490,180-253-306-359-490
6/02/2012,5-14-8-9-490,180-253-306-359-490
7/02/2012,3-12-9-12-523,162-241-312-377-523
7/02/2012,3-13-22-11-523,162-247-390-371-523
7/02/2012,3-14-11-12-523,162-253-324-377-523
7/02/2012,3-9-8-13-523,162-223-306-383-523
7/02/2012,3-9-8-14-523,162-223-306-389-523
7/02/2012,4-12-0-0-463,171-241-0-0-463
7/02/2012,4-13-13-0-490,171-247-336-0-490
8/02/2012,3-10-13-12-496,162-229-336-377-496
8/02/2012,3-10-8-13-523,162-229-306-383-523
8/02/2012,3-24-14-12-523,162-313-342-377-523
8/02/2012,3-9-8-12-523,162-223-306-377-523
8/02/2012,3-9-8-13-523,162-223-306-383-523
8/02/2012,4-14-11-0-463,171-253-324-0-463
9/02/2012,3-10-14-12-496,162-229-342-377-496
9/02/2012,3-16-17-14-523,162-265-360-389-523
9/02/2012,3-24-16-12-523,162-313-354-377-523
9/02/2012,3-9-10-14-523,162-223-318-389-523
9/02/2012,3-9-7-13-523,162-223-300-383-523
9/02/2012,4-14-9-0-517,171-253-312-0-517
10/02/2012,3-12-14-13-523,162-241-342-383-523
10/02/2012,3-9-8-13-523,162-223-306-383-523
11/02/2012,3-10-14-12-496,162-229-342-377-496
11/02/2012,3-12-15-13-523,162-241-348-383-523
11/02/2012,3-12-16-13-523,162-241-354-383-523
11/02/2012,3-9-8-13-523,162-223-306-383-523
11/02/2012,3-9-9-12-523,162-223-312-377-523
12/02/2012,3-15-15-0-517,162-259-348-0-517
12/02/2012,3-9-8-14-523,162-223-306-389-523
13/02/2012,3-10-15-12-496,162-229-348-377-496
13/02/2012,3-13-9-12-550,162-247-312-377-550
13/02/2012,3-14-11-12-523,162-253-324-377-523
13/02/2012,3-9-7-15-523,162-223-300-395-523
13/02/2012,3-9-8-13-523,162-223-306-383-523
14/02/2012,3-10-13-13-496,162-229-336-383-496
14/02/2012,3-10-15-12-496,162-229-348-377-496
14/02/2012,3-9-7-14-523,162-223-300-389-523
14/02/2012,3-9-9-12-523,162-223-312-377-523
14/02/2012,3-9-9-13-523,162-223-312-383-523
14/02/2012,4-11-0-0-463,171-235-0-0-463
15/02/2012,3-11-8-11-523,162-235-306-371-523
15/02/2012,3-13-11-9-523,162-247-324-359-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
15/02/2012,3-9-8-13-523,162-223-306-383-523
16/02/2012,3-12-16-13-523,162-241-354-383-523
16/02/2012,3-12-8-13-523,162-241-306-383-523
16/02/2012,3-9-8-13-523,162-223-306-383-523
16/02/2012,3-9-8-14-523,162-223-306-389-523
17/02/2012,3-10-13-13-496,162-229-336-383-496
17/02/2012,3-9-8-13-523,162-223-306-383-523
18/02/2012,3-23-12-15-523,162-307-330-395-523
18/02/2012,3-9-7-13-523,162-223-300-383-523
18/02/2012,3-9-7-13-523,162-223-300-383-523
19/02/2012,3-9-8-13-523,162-223-306-383-523
19/02/2012,3-9-8-14-523,162-223-306-389-523
19/02/2012,5-10-12-9-490,180-229-330-359-490
20/02/2012,3-10-14-12-496,162-229-342-377-496
20/02/2012,3-11-13-12-496,162-235-336-377-496
20/02/2012,3-12-15-13-523,162-241-348-383-523
20/02/2012,3-12-9-12-523,162-241-312-377-523
20/02/2012,3-9-8-13-523,162-223-306-383-523
20/02/2012,3-9-9-12-523,162-223-312-377-523
21/02/2012,3-12-15-13-523,162-241-348-383-523
21/02/2012,3-12-15-14-523,162-241-348-389-523
21/02/2012,3-13-9-14-523,162-247-312-389-523
21/02/2012,3-9-8-13-523,162-223-306-383-523
22/02/2012,3-10-15-12-496,162-229-348-377-496
22/02/2012,3-12-11-9-523,162-241-324-359-523
22/02/2012,3-12-16-13-523,162-241-354-383-523
22/02/2012,3-13-17-15-523,162-247-360-395-523
22/02/2012,3-13-18-9-523,162-247-366-359-523
22/02/2012,3-15-13-11-523,162-259-336-371-523
22/02/2012,3-9-8-13-523,162-223-306-383-523
23/02/2012,3-10-13-13-496,162-229-336-383-496
23/02/2012,3-10-14-12-523,162-229-342-377-523
23/02/2012,3-10-15-12-496,162-229-348-377-496
23/02/2012,3-13-13-11-523,162-247-336-371-523
23/02/2012,3-9-7-12-523,162-223-300-377-523
23/02/2012,3-9-7-13-523,162-223-300-383-523
23/02/2012,3-9-7-13-523,162-223-300-383-523
23/02/2012,3-9-8-13-523,162-223-306-383-523
23/02/2012,3-9-8-13-523,162-223-306-383-523
23/02/2012,3-9-9-12-523,162-223-312-377-523
23/02/2012,5-15-12-12-490,180-259-330-377-490
24/02/2012,3-11-13-12-496,162-235-336-377-496
24/02/2012,3-16-11-11-523,162-265-324-371-523
24/02/2012,3-9-7-13-523,162-223-300-383-523
24/02/2012,3-9-7-13-523,162-223-300-383-523
24/02/2012,3-9-7-13-523,162-223-300-383-523
24/02/2012,3-9-7-13-523,162-223-300-383-523
24/02/2012,3-9-7-13-523,162-223-300-383-523
24/02/2012,3-9-7-13-523,162-223-300-383-523
24/02/2012,3-9-8-13-523,162-223-306-383-523
25/02/2012,3-21-13-12-523,162-295-336-377-523
25/02/2012,3-9-7-13-523,162-223-300-383-523
25/02/2012,3-9-7-13-523,162-223-300-383-523
25/02/2012,3-9-8-13-523,162-223-306-383-523
26/02/2012,3-12-15-13-523,162-241-348-383-523
26/02/2012,3-12-9-10-550,162-241-312-365-550
26/02/2012,3-15-19-10-523,162-259-372-365-523
26/02/2012,3-9-7-13-523,162-223-300-383-523
26/02/2012,3-9-7-13-523,162-223-300-383-523
26/02/2012,3-9-7-13-523,162-223-300-383-523
26/02/2012,3-9-7-13-523,162-223-300-383-523
26/02/2012,3-9-7-13-523,162-223-300-383-523
26/02/2012,3-9-7-13-523,162-223-300-383-523
27/02/2012,3-12-9-10-550,162-241-312-365-550
27/02/2012,3-15-10-14-523,162-259-318-389-523
27/02/2012,3-16-17-14-523,162-265-360-389-523
27/02/2012,3-9-7-13-496,162-223-300-383-496
27/02/2012,3-9-7-13-523,162-223-300-383-523
27/02/2012,3-9-7-13-523,162-223-300-383-523
27/02/2012,3-9-7-13-523,162-223-300-383-523
27/02/2012,4-15-10-0-490,171-259-318-0-490
28/02/2012,3-10-7-13-523,162-229-300-383-523
28/02/2012,3-12-11-9-523,162-241-324-359-523
28/02/2012,3-12-13-9-523,162-241-336-359-523
28/02/2012,3-12-9-10-550,162-241-312-365-550
28/02/2012,3-13-11-13-523,162-247-324-383-523
28/02/2012,3-15-9-10-523,162-259-312-365-523
28/02/2012,3-23-13-12-523,162-307-336-377-523
28/02/2012,3-9-7-13-523,162-223-300-383-523
28/02/2012,3-9-7-13-523,162-223-300-383-523
28/02/2012,3-9-7-13-523,162-223-300-383-523
28/02/2012,3-9-7-13-523,162-223-300-383-523
28/02/2012,3-9-8-13-523,162-223-306-383-523
28/02/2012,4-16-17-14-523,171-265-360-389-523
29/02/2012,3-10-8-13-523,162-229-306-383-523
29/02/2012,3-12-9-11-550,162-241-312-371-550
